ALLA VENKATESWAR REDDY,Telangana Rashtra Samithi,96130
PAVAN KUMAR,Indian National Congress,60882
A.VENKATESHWAR REDDY,Samajwadi Forward Bloc,5937
AGGANI NARSIMULU,Bharatiya Janata Party,5174
RACHALA YUGANDER GOUD,Bahujan Samaj Party,914
V.SHIVA REDDY,Independent,553
VINODH KUMAR,Independent,501
DUPPALLY JAYA RAMULU,Bahujana Left Party,417
ADDULA  ARUNA,Independent,368
S.KIRAN KUMAR,Independent,350
M.B.BALAKRISHNA,Independent,195
K.T. NARSIMHA REDDY,Independent,178
D.JANARDHAN,Independent,122
None of the Above,None of the Above,2689
