G. SAYANNA,Telangana Rashtra Samithi,65797
SATYANARAYANA SARVEY,Indian National Congress,28234
SRIGANESH,Bharatiya Janata Party,15487
NAGESHWAR RAO GAJJELA,Independent,2170
GADDAM ASHOK,Samajwadi Forward Bloc,1745
BOMMAKU MURALI,Bahujan Samaj Party,440
KONDURI YADAGIRI,Bahujana Left Party,348
M. JAI RAM,Prajaa Swaraaj Party,287
PUSHPANJALI SURARAM,Independent,261
S. R. SHIVA KUMAR,Nationalist Congress Party,259
MUPPIDI GOPAL,Independent,207
PARVATHI SIRIRALA,Loktantrik Sarvjan Samaj Party,185
BOTLA SAILU,Aam Aadmi Party,144
EILLANDULA SHANKER,Independent,126
GANDAM DAYAMANI,Independent,118
B. KIRAN KUMAR,Independent,102
B. RAJU,Independent,88
MAHENDER PERUKA,Jai Maha Bharath Party,81
YECHU SUNIL,Independent,65
None of the Above,None of the Above,1571
