AJMERA REKHA,Telangana Rashtra Samithi,67138
RAMESH RATHOD,Indian National Congress,46428
ASHOK SATLA,Bharatiya Janata Party,23779
AJMEERA HARI NAIK,Bahujan Samaj Party,3553
THATRA BHEEMRAO,Telangana Jana Samithi,2412
NETHAWATH RAJENDAR,Independent,1436
ATHRAM BHEEM RAO,Peoples Republican Party,1251
THODASAM BHEEM RAO,Communist Party of India  (Marxist),863
PENDUR PRABHAKAR,Independent,841
KURSENGA ANITHA,Nava Praja Rajyam Party,685
TODASAM NAGORAO,Prem Janata Dal,548
LAVUDYA SUDHAN LAL,Telangana Prajala Party,446
None of the Above,None of the Above,2776
