DASYAM VINAY BHASKER,Telangana Rashtra Samithi,81006
REVURI PRAKASH REDDY,Telugu Desam,44555
DHARMARAO MARTHINENI,Bharatiya Janata Party,5979
S. V. RAMANA RAO,Samajwadi Forward Bloc,3619
EMMADI KIRAN,Bahujan Samaj Party,865
BOMMATHI VIKRAM,Independent,548
DADABOINA SRIKANTH YADAV,Bahujana Left Party,368
PABBA BHANU LAXMAN,Independent,343
I PRASAD SHARMA,Independent,292
KANAKAM SURESH,Republican Party of India (A),280
EMMADI RAVI,Independent,248
SATHYA PRAKASH P.,Independent,230
FARUKH AHMED HASAN MOHAMMAD,Independent,220
VIKRANTH SAMIDLA,Independent,185
BANDI KRISHNA KISHORE,Aam Aadmi Party,166
VOLLAJI RAVINDER,Bahujana Rashtra Samithi,157
KALA RAJESHWER RAO,Independent,147
NAKKA RAJENDER RAO,Dalita Bahujana Party,114
GOKA VENKAT RAO,Telangana Pragati Samithi,108
CHIDURALA RAJANNA,Shiv Sena,89
GOPU SRINIVAS,"Telangana Praja Samithi (Kishore, Rao and Kishan)",70
None of the Above,None of the Above,3075
