TIKA RAM JULLY,Indian National Congress,85752
MASTER RAMKISHAN,Bharatiya Janata Party,59275
RINKY VERMA,Bahujan Samaj Party,25379
BISHAN LAL,Independent,491
SAWAINATH SAPERA,Bharatiya Rashtravadi Samanta Party,470
RAJENDRA PRASAD DOCHANIA,Independent,439
MANISH,Aam Aadmi Party,313
RAMBABU  BASWAL (KHATIK),Bharatiya Yuva Shakti,275
KANHAIYA LAL JATAV,Bharat Vahini Party,249
MASTER SHYAM LAL,Samajwadi Party,208
JEETU JATAV,Lok Jan Shakti Party,159
PREM CHAND JATAV,Shiv Sena,157
DIPENDRA ARYA,Abhinav Rajasthan Party,103
None of the Above,None of the Above,1236
