SATISH POONIA,Bharatiya Janata Party,93132
PRASHANT SHARMA,Indian National Congress,79856
NAVIN PILANIYA,Bahujan Samaj Party,15994
RAMJI LAL YADAV,Communist Party of India  (Marxist),1547
LAL CHAND SHARMA,Independent,1537
POORAN CHAND VERMA,Ambedkarite Party of India,1470
NATWAR SINGH,Independent,1401
MOHAN LAL SHARMA,Independent,687
GAURU SINGH DEVAL,Independent,579
VINOD MEENA,Shiv Sena,383
AFZAL KHAN,Independent,361
HEM CHAND SAINI,Aam Aadmi Party,271
KARISHAN KUMAR CHOUDHARY,Independent,231
RAMESH KUMAR SHARMA,Bharatiya Yuva Shakti,196
RAMESH CHAND MEENA,Panch Party,161
None of the Above,None of the Above,1678
