M.SANJAY KUMAR,Telangana Rashtra Samithi,104247
THATIPARTHI JEEVAN REDDY,Indian National Congress,43062
RAVINDER REDDY MUDUGANTI,Bharatiya Janata Party,4817
VADLAMANI SATHYANARAYANA MURTHY,Pyramid Party of India,1640
KAITHI SHANKAR,Bahujan Samaj Party,1276
KURMACHALAM UMA MAHESHWAR,All India Forward Bloc,760
SIRIKONDA RAVI SHANKAR,Independent,593
INDURI SULOCHANA,Bahujana Left Party,486
SABBU JAGAN,Independent,413
AKULA SRIKANTH KUMAR,Independent,364
VEMULA KARNAKAR REDDY,Independent,352
None of the Above,None of the Above,1710
