RAJENDRA PAREEK,Indian National Congress,83472
RATANLAL JALDHARI,Bharatiya Janata Party,68292
WAHID CHOWHAN,Rashtriya Loktantrik Party,28906
ABDUL QAIYOOM QURESHI,Communist Party of India  (Marxist),1676
BAL KISHAN JOSHI,Independent,1022
RAJENDRA KUMAR,Independent,953
BHAGIRATH SINGH KHARRANTE MAHAN,Independent,775
MUKESH RAD,Bahujan Samaj Party,759
CHANDAN SINGH PALAWAT,Bharat Lok Sewak Party,730
LOVE KUMAR,Aam Aadmi Party,691
ARUN,Independent,667
MOHMMED KASIM KHILJI,Indian Peoples Green Party,337
None of the Above,None of the Above,2031
