MANCHIREDDY KISHAN REDDY,Telangana Rashtra Samithi,72581
MALREDDY RANGA REDDY,Bahujan Samaj Party,72205
SAMA RANGA REDDY,Telugu Desam,18053
ASHOK KOTHA,Bharatiya Janata Party,17129
PAGADALA YADAIAH,Communist Party of India  (Marxist),9106
BATANI KISTAIAH,Independent,1220
T. RAJESHWARI,Jatiya Mahila Party,1123
SAPAVAT DEVARAM NAYAK,Independent,559
TIRUMAL REDDY. S,Independent,470
SAMREDDY SHIV KESH REDDY,Shiv Sena,467
SURAKANTI VIMALA REDDY,Independent,396
K. RAVINDER REDDY,Independent,356
BP GANESH MUDIRAJ,Samajwadi Party,334
RANADHIR REDDY BANDARU,Independent,331
NARLA SEETHA RAMAIAH YADAV,Independent,299
SEEKA BALRAJ GOUD,Jai Swaraj Party,280
KOTLA VASU,Telangana Prajala Party,217
GANDHAM SATYANARAYANA VAMSHARAJ,Social Justice Party of India,211
BACHIGALLA SAIDULU,Nava Samaj Party,199
GURRAM PAPIREDDY,Ambedkar National Congress,164
None of the Above,None of the Above,1151
