GANDRA VENKATA RAMANA REDDY,Indian National Congress,69918
GANDRA SATHYANARAYANA RAO(SATHANNA),All India Forward Bloc,54283
SIRIKONDA MADHUSUDANA CHARI,Telangana Rashtra Samithi,53567
CHANDUPATLA KEERTHI REDDY,Bharatiya Janata Party,15744
SAMPATH MANTHENA,Independent,4787
CHALLURI MADHU,Samajwadi Forward Bloc,2171
PETTEM MALLIKARJUN,Independent,1847
SIRIPELLI RAJAIAH,Independent,1840
AKUNURI BAABU,Bahujan Samaj Party,1621
DEVARAJU PENDALA,Independent,529
VANAJA VEPURI,Bahujana Left Party,362
KOUTAM RAVINDER,Independent,242
ODELU CHEPURI,Independent,220
NARSAIAH RENUKUNTLA,New India Party,211
None of the Above,None of the Above,1399
