MANISHA PANWAR,Indian National Congress,64172
ATUL BHANSALI,Bharatiya Janata Party,58323
RAVINDRA SINGH RANAWAT,Independent,1282
ANIL PANWAR,Independent,452
ANIL ACHARYA,Abhinav Rajasthan Party,391
VIJAY RAO,Independent,369
DR. ANIL UPADHYAY,Bahujan Samaj Party,347
ANIL KOTHARI,Shiv Sena,209
JABAR SINGH,Aam Aadmi Party,208
LAKHAN,Independent,162
SOHAN LAL CHOUDHARY,Bharat Vahini Party,147
VIRENDRA,Dalit Kranti Dal,147
MOHAMMED ARIF,Independent,99
GHANSHYAM MEWARA,Independent,66
ASHRAF KHAN,Independent,65
LAXMI DEVI,People’s Liberal Party,40
None of the Above,None of the Above,1107
