PEDDI SUDARSHAN REDDY,Telangana Rashtra Samithi,94135
DONTHI MADHAVA REDDY,Indian National Congress,77186
J. NAGESHWAR RAO,Independent,9025
ASHOK REDDY EDLA,Bharatiya Janata Party,1476
KURIMILLA RAMMURTHY,Pyramid Party of India,1307
DHAYAKAR GAJJI,Bahujan Samaj Party,1123
MADDIKAYALA ASHOK,Bahujana Left Party,797
POGAKU SUDHIR,Independent,578
BODDU KIRAN KUMAR,Independent,379
EMMADI CHINNI KRISHNA,Independent,304
PURNA CHANDER RAO THOTA,Shiv Sena,265
None of the Above,None of the Above,2436
