DHARAM SOTH REDYA NAIK,Telangana Rashtra Samithi,88307
JATOTH RAM CHANDRU NAIK,Indian National Congress,70926
BANOTH. RAVINDER,Independent,4117
BHUKYA GOPI KRISHANA,Independent,2107
ANGOTH. VENKANNA,Communist Party of India  (Marxist),1361
MALOTH SREENU NAIK,Bahujan Samaj Party,1245
BANOTHU RAMDAS,Independent,1019
AJMEERA RATHNA,Independent,925
GUGULOTHU LAXMAN NAIK,Bharatiya Janata Party,862
D.S. VENKANNA NAIK,Independent,685
NEHRU NAIK MALOTHU,Independent,486
None of the Above,None of the Above,2036
