MAGANTI GOPINATH,Telangana Rashtra Samithi,68979
P.VISHNUVARDHAN REDDY,Indian National Congress,52975
NAVEEN YADAV .V,Independent,18817
RAVULA SRIDHAR REDDY,Bharatiya Janata Party,8517
GONTI SREEKANTH,Samaikyandhra Parirakshana Samithi,1626
MOHAMMED MERAJ KHAN,Bahujan Samaj Party,478
ANJI BABU YADAV PEDDALA,Bahujana Left Party,423
SYED MOHAMMED HUSSAIN,Independent,342
B.SUSEEL KUMAR,Prajaa Swaraaj Party,299
SYED MEHRAJ ALI,Independent,263
L. K. SURENDER,Independent,251
DERANGULA RAMACHANDRA RAO,Independent,243
SAMPATH KUMAR DEVULAPALLY,Independent,239
MOHD MAHBOOB ALAM,Independent,194
SYED SALAUDDIN,Aam Aadmi Party,187
SYED KHURSHEED,Independent,128
MOHAMMED ZAKIUDDIN,Majlis Markaz-e-Siyasee Party,126
SHAIK GHOUSE PASHA,New India Party,61
None of the Above,None of the Above,1547
