KONERU KONAPPA,Telangana Rashtra Samithi,83088
DR. PALVAI HARISH BABU,Indian National Congress,59052
DR.KOTTAPELLI SRINIVAS,Bharatiya Janata Party,6279
RRAAVI SRINWASS,Bahujan Samaj Party,5379
TALLAPALLI THIRUPATHI,Independent,4039
DASARI VENKATESH,Independent,1079
CHILAKAMMA EDLA,Pyramid Party of India,1013
KUDAKA KISHORE,Ambedkarite Party of India,733
GANTA PENTANNA,Independent,595
JADI DILEEP,Bahujan Mukti Party,512
KOTA VENKANNA,Bahujana Left Party,511
RAMCHANDER,Peoples Republican Party,429
None of the Above,None of the Above,1579
