RAJENDRASINGH GUDHA,Bahujan Samaj Party,59362
SHUBHKARAN CHOUDHARY,Bharatiya Janata Party,53828
BHAGWANARAM SAINI,Indian National Congress,52633
MOOLCHAND,Communist Party of India  (Marxist),1771
SANDEEP,Independent,1694
KRISHAN KUMAR,Loktantrik Janta Dal,970
DR. SUMAN KULHARI,Rashtriya Loktantrik Party,573
BHIMA SINGH,Independent,471
SUBHASH,Independent,345
HARI SINGH BHUPESH,Bahujan Mukti Party,241
BAL RAM,Independent,174
NISHA KANWAR,Independent,114
None of the Above,None of the Above,1650
