V. SRINIVAS GOUD,Telangana Rashtra Samithi,86474
M. CHANDRA SHEKAR,Telugu Desam,28699
IBRAHIM SYED,Bahujan Samaj Party,21664
MAREPALLY SURENDER REDDY,Nationalist Congress Party,11633
G. PADMAJA REDDY,Bharatiya Janata Party,5945
MOHAMMED IMTIYAZ AHAMAD,Independent,1147
BABU CHINTALAPALLY,Aam Aadmi Party,592
MUDAVATH RAVI NAIK,Independent,513
MOHD. GULAM GOUSE,Bahujana Left Party,364
T. VENKATA SWAMY,Independent,314
A. SRISHAILAM YADAV,Independent,280
V. MALLIKARJUN,Independent,234
JAGADEESH CHAND,Independent,200
SATYANARAYANA,Shiv Sena,179
None of the Above,None of the Above,1423
