GANGULA KAMALAKAR,Telangana Rashtra Samithi,80983
BANDI SANJAY KUMAR,Bharatiya Janata Party,66009
PONNAM PRABHAKAR,Indian National Congress,39500
K. NAGESH,Independent,3009
EDAVELLY RAMESH,Telangana Karmika Raithu Rajyam Party,1562
DURVASA REDDY PAKALA,Independent,1058
NAGUNOORI YELLAIAH,Independent,951
T. ARUNA JYOTHI,Pyramid Party of India,724
ANAGANDULA VENKANNA,Bahujan Samaj Party,709
PULIKOTA RAMESH,Independent,445
CHEEKOTI RAMESH,Independent,430
WASEEMUDDIN AHMED,Bahujana Left Party,333
SOMIDI VENU PRASAD,Shiv Sena,283
KOTA SHYAM KUMAR,Independent,259
BANDI SRINIVAS,Independent,246
MUSKU MAHENDER REDDY,Independent,204
DURGAM MOHAN,Republican Party of India,185
P. SANTOSH,Independent,177
MOLUMOORI DEENA DESHAI,India Praja Bandhu Party,152
TEJ DEEP REDDY KOMATIREDDY,All India Forward Bloc,149
KANUGULA NAVEEN KUMAR,Bahujana Rashtra Samithi,144
MAMINDLA SANDEEP KUMAR,Independent,128
YANAMALA MANJULA,Dalita Bahujana Party,108
VURUMALLA VISHWAM,Independent,100
MANETI RAJU,Independent,96
None of the Above,None of the Above,982
