AKBARUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,95339
SHAHEJADI SAYYAD,Bharatiya Janata Party,15075
M. SEETHA RAM REDDY,Telangana Rashtra Samithi,14224
ESA BIN OBAID MISRI,Indian National Congress,11309
MOHAMMED ABDULLAH BAIG,Independent,834
MOHD. HAJI,Bahujana Left Party,506
SYED MUSTAFA MAHMOOD,Majlis Bachao Tahreek,499
KANUGULA SRINIVAS,Independent,229
C.SHIVA SHANKER,Independent,224
SUDHARSHAN MALKAN,Shiv Sena,197
RAJU KOTHURU,Independent,193
MOHAMMED HAMED SIDDIQUI,Independent,187
AMJAD KHAN,Independent,180
MD. GHOUSE,Independent,173
AKKINAMONI VENKATESH,Independent,112
None of the Above,None of the Above,1009
