SANJAY SHARMA,Bharatiya Janata Party,85041
SHWETA SAINI,Indian National Congress,63033
TARA SINGH,Bahujan Samaj Party,6370
AJAY KUMAR PUNIYA,Aam Aadmi Party,3507
NAVJOT SINGH BHAMLOT,Abhinav Rajasthan Party,2706
C.A. SHRIKISHAN GUPTA,Shiv Sena,1727
TEJPAL SAINI,Communist Party of India,738
KAPIL JASAIWAL,Independent,513
BHAGCHAND,Akhil Bharat Hindu Mahasabha,490
AMAR CHAND MINA,Independent,478
RAMESH CHAND SINGHAL,National Unionist Zamindara Party,341
ANAND KUMAR SAIN,Independent,259
RAJAN GUPTA,Bharat Vahini Party,243
RAHUL KUMAR GUPTA,Independent,167
PREM KUMAR VERMA,Ambedkarite Party of India,160
SHOBHARAM,Bharatiya Yuva Shakti,120
MAHESH CHAND SHARMA,Jago Party,74
None of the Above,None of the Above,1081
