KORUKANTI CHANDAR PATEL,All India Forward Bloc,61400
SOMARAPU SATYANARAYANA,Telangana Rashtra Samithi,34981
MAKKAN SINGH RAJ THAKUR,Indian National Congress,27181
VENKATESH MUTHYALU,Samajwadi Forward Bloc,3531
MERUGU SHANKAR,Bahujan Samaj Party,1797
VANITHA BALMURI,Bharatiya Janata Party,1553
LANKA ABHISHEK,Independent,826
MARKA VENKATESHWARLU,Independent,622
BURRA THIRUPATHI,Communist Party of India  (Marxist),543
KAMANI SAROJA,Pyramid Party of India,499
KAMMAGIRI KESHAIAH,Independent,465
JANAGAMA VENKATA RAJAM,New India Party,454
THOTA VENU,Telangana Prajala Party,367
ERIKILLA RAJESH,Independent,299
GAJELLI VENKATESHWARLU,Independent,294
BARLA RAJESH,Independent,250
None of the Above,None of the Above,1078
