HAMEER SINGH BHAYAL,Bharatiya Janata Party,50657
BALARAM,Independent,49700
PANKAJ PRATAP SINGH,Indian National Congress,20145
SATARAM,Rashtriya Loktantrik Party,19124
SHEITAN SINGH,Independent,2806
SUJARAM,Bahujan Samaj Party,2625
KISHAN LAL,Shiv Sena,2555
JABARA RAM PRAJAPAT,Aam Aadmi Party,2045
PRAKASH,Independent,1985
MOTI RAM MEGHWAL,Bahujan Mukti Party,1566
KANTILAL,Independent,1513
REWAT KUMAR,Independent,1108
POPAT LAL,Independent,953
DUNGAR SINGH ARTHANDI,Abhinav Rajasthan Party,775
PARAS MAL,Independent,710
MANOHAR SINGH,Rashtriya Samaj Paksha,564
None of the Above,None of the Above,816
