INDRAJ SINGH GURJAR,Indian National Congress,59427
KULDEEP DHANKAD,Independent,40060
DR. PHOOLCHAND BHINDA,Bharatiya Janata Party,23058
RATNA KUMARI,Independent,9026
RAGHUVEER PRASAD MEENA,Independent,5690
SACHIN VERMA,Bahujan Samaj Party,5139
VIKRAM SINGH PURUSHARTHI,Bharat Vahini Party,3543
HARIDAS,Independent,1633
SUBHASH CHANDRA SHARMA,Independent,1183
KANHAIYA LAL,Independent,1138
PUSKAR KUMAR SHARMA,Aam Aadmi Party,930
HARISINGH SHEKHAWAT,Independent,786
CHANDRA PRAKASH TANWAR,Ambedkarite Party of India,720
SANNILATA,Rashtriya Loktantrik Party,638
RATAN SINGH TEJASI,Abhinav Rajasthan Party,479
PAPPU RAM,Nationalist People's Front,399
ROHITASH SAINI,Republican Party of India (A),268
None of the Above,None of the Above,501
