MUTA GOPAL,Telangana Rashtra Samithi,72997
ANIL KUMAR YADAV M,Indian National Congress,36087
DR. K. LAXMAN,Bharatiya Janata Party,30813
POOSA PRADEEP KUMAR,Bahujan Samaj Party,442
BATHULA SARASWATI,Pyramid Party of India,294
SRINIVAS MYLAVARAPU,Telugu Congress Party,271
KONGARA GANGADHARA RAO,Independent,243
B. RAM MOHAN REDDY,Telangana Yuva Shakti,203
ARSHIA AMERA KHATOON,Ambedkar National Congress,166
CHANDU BETLA,Yuva Party,147
G. RAJ KUMAR,India Praja Bandhu Party,146
M PADMA,Independent,135
DR. P. VIJAYENDER,Independent,128
ANANDA T,Republican Party of India (A),124
GURRAM MADHUSUDHAN,Independent,119
KOPPALLY RAMESH,Dalita Bahujana Party,102
MERAJ FATHIMA BANU,Anna YSR Congress Party,100
MERCY MARGARET,Independent,80
MOHAMMED MAHABOOB ALI,New India Party,77
PRAVEEN KUMAR CHETHALA,Bahujana Rashtra Samithi,76
KARANKOTE NARENDER,All India Forward Bloc,76
THUMMALA PRAFUL RAM REDDY,Independent,64
GERA JOHN SUNDER RAO,Independent,59
TANGIRLA VENKAPPA SOMAYAJULU,Independent,53
MOHD ATHER NAWAB,Jana Vaahini Party,53
HARAK BAHADUR CHETTRI,Hindu Ekta Andolan Party,51
None of the Above,None of the Above,1664
