KALVAKUNTLA TARAKA RAMA RAO,Telangana Rashtra Samithi,125213
KONDAM KARUNA MAHENDER REDDY,Indian National Congress,36204
AVUNOORI RAMAKANTH,Bahujan Samaj Party,3245
MALLUGARI NARSA GOUDU,Bharatiya Janata Party,3243
KODURI BALA LINGAM,Independent,1922
THAKKALA KIRAN,Republican Party of India (A),978
BOINPALLY SRINIVAS,Akhil Bharatiya Desh Bhakt Morcha,961
ALWALA KANAKARAJU,Independent,628
KARINGULA YADAGIRI,Jai Swaraj Party,472
DOSALA CHANDRAM,India Praja Bandhu Party,468
KURAPATI RAMESH,Bahujana Left Party,443
GOUTA GANESH,Shiv Sena,279
CHOUTAPELLI VENUGOPAL,Marxist Communist Party of India (United),253
None of the Above,None of the Above,2321
