NOMULA NARSIMHAIAH,Telangana Rashtra Samithi,83655
JANA REDDY KUNDURU,Indian National Congress,75884
VADLAPALLY RAMAKRISHNA REDDY,Samajwadi Forward Bloc,9819
KANKANALA NIVEDITA,Bharatiya Janata Party,2675
MASNA VENUGOPALU,Independent,2338
KATTA YADAIAH MUDIRAJ,Bahujan Samaj Party,965
RATHAN KUMAR GANTEKAMPU,Independent,793
SOUJANYA RAMAVATH,Bahujana Left Party,681
MD. KUTUBODDIN,Aam Aadmi Party,624
JANAPATI NAGARAJU YADAV,Independent,446
PANUGOTHU LALSINGH,Independent,390
GOPALA BABU,Telangana Prajala Party,343
VANKADOTHU KOTA NAYAK,Independent,342
JAKKULA NARSIMHA,Independent,232
None of the Above,None of the Above,1325
