SHOBHA CHAUHAN,Bharatiya Janata Party,80645
SHOBHA SOLANKI,Indian National Congress,48247
DILEEP KUMAR,Abhinav Rajasthan Party,3616
KANHAIYALAL PARIHAR,Bahujan Samaj Party,3196
MANAK RAM SOLANKI,Rashtriya Loktantrik Party,2638
RAMESHWAR CHOUHAN,Independent,2203
RAJESH KUMAR,Independent,1965
MANJU DEVI,Independent,1422
AMBALAL,Bharat Vahini Party,859
BUDDHARAM,Independent,604
KAMAL KUMAR,Independent,451
JAGDISH,Indian Peoples Green Party,367
JEETARAM,Independent,322
DR. RAMLAL MOHBARSHA,Indian Indira Congress (R),312
KISHOR MEGHWAL,Independent,263
ANNRAJ BHATI,Independent,173
None of the Above,None of the Above,1387
