TALASANI SRINIVAS YADAV,Telangana Rashtra Samithi,66464
KUNA VENKATESH GOUD,Telugu Desam,35813
BHAWARLAL VARMA,Bharatiya Janata Party,14247
HARIKA,Prajaa Swaraaj Party,384
S.SANJEEVA CHARY,Bahujan Samaj Party,265
DEVENDAR KONNE,Independent,200
PATLOLLA VENKAT REDDY,Pyramid Party of India,195
MOHAMMED NAZEERUDDIN QUADRI,Ambedkar National Congress,142
A.SRINIVAS,Independent,96
RANJIT KUMAR SANGISHETTY,Shiv Sena,87
PALUVAYI PRAKASA RAO,Independent,82
G.PUNEEL KIRAN,Jai Swaraj Party,81
SYED KHADER,Majlis Markaz-e-Siyasee Party,79
ASHOK KUMAR MUNIKUNTLA,Bahujana Rashtra Samithi,66
NANDIPATI VINOD KUMAR,India Praja Bandhu Party,57
None of the Above,None of the Above,1464
