RAMAVATH RAVINDRA KUMAR,Telangana Rashtra Samithi,96454
BALU NAIK NENAVATH,Indian National Congress,57606
BHEELYA NAIK KETHAVATH,Bahujan Samaj Party,19350
BHOJYA NAIK RAMAVATH,Prajaa Swaraaj Party,3247
GOPI @ KALYAN NAIK,Bharatiya Janata Party,3152
SREENU VADTHYA,Independent,1190
LAXMAN NAYAK RAMAVATH,Communist Party of India  (Marxist),1084
KONREDDY POCHAIAH,Independent,798
KATRAVATH VENKATESH,Bahujan Mukti Party,542
PANDU RAMAVATH,Independent,466
None of the Above,None of the Above,1695
