MANAWAR,199,DR. HIRALAL ALAWA,Indian National Congress,RANJNA BAGHEL,Bharatiya Janata Party,39501                                             ,Result Declared,RANJANA BAGHEL,Bharatiya Janata Party,1639
MANDHATA ,175,NARAYAN PATEL,Indian National Congress,KU.NARENDRA SINGH TOMAR,Bharatiya Janata Party,1236                                              ,Result Declared,LOKENDRA SINGH TOMAR,Bharatiya Janata Party,4337
MANDLA ,107,DEOSINGH SAIYAM,Bharatiya Janata Party,PROF. SANJEEV CHHOTELAL UIKEY,Indian National Congress,12205                                             ,Result Declared,SANJEEV  CHHOTE  LAL  UIKEY,Indian National Congress,3827
MANDSOUR ,224,YASHPAL SINGH SISODIYA,Bharatiya Janata Party,NARENDRA NAHATA,Indian National Congress,18370                                             ,Result Declared,YASHPAL SINGH SISODIYA,Bharatiya Janata Party,24295
MANGAWAN,73,PANCHU LAL PRAJAPATI,Bharatiya Janata Party,BABITA SAKET,Indian National Congress,18530                                             ,Result Declared,SHEELA TYAGI,Bahujan Samaj Party,275
MANPUR ,90,MEENA SINGH,Bharatiya Janata Party,GYANVATI SINGH,Indian National Congress,18655                                             ,Result Declared,MEENA SINGH,Bharatiya Janata Party,43628
MAUGANJ,71,PRADEEP PATEL,Bharatiya Janata Party,"SUKHENDRA SINGH ""BANNA""",Indian National Congress,11092                                             ,Result Declared,SUKHENDRA SINGH (BANNA),Indian National Congress,10766
MEHGAON,12,O.P.S. BHADORIA,Indian National Congress,RAKESH SHUKLA,Bharatiya Janata Party,25814                                             ,Result Declared,CHOUDHARY MUKESH SINGH CHATURVEDI,Bharatiya Janata Party,1273
MORENA,6,RAGHURAJ SINGH KANSANA,Indian National Congress,RUSTAM SINGH,Bharatiya Janata Party,20849                                             ,Result Declared,RUSTAM SINGH,Bharatiya Janata Party,1704
MUDWARA,93,SANDIP SHREE PRASAD JAISWAL,Bharatiya Janata Party,"MITHLESH JAIN , ADVOCATE",Indian National Congress,16080                                             ,Result Declared,SANDIP SHRIPRASAD JAISWAL,Bharatiya Janata Party,47138
MULTAI,129,SUKHDEV PANSE,Indian National Congress,RAJA PAWAR,Bharatiya Janata Party,17250                                             ,Result Declared,CHANDRASHEKHAR DESMUKH,Bharatiya Janata Party,31869
MUNGAOLI,34,BRAJENDRA SINGH YADAV,Indian National Congress,DR.KRISHNA PAL SINGH (DR.K.P.),Bharatiya Janata Party,2136                                              ,Result Declared,MAHENDRA SINGH KALUKHEDA,Indian National Congress,20765
NAGADA - KHACHAROD ,212,DILIP GURJAR,Indian National Congress,DILIPSINGH SHEKHAWAT,Bharatiya Janata Party,5117                                              ,Result Declared,DILIP SINGH SHEKHAWAT,Bharatiya Janata Party,16115
NAGOD,64,NAGENDRA SINGH,Bharatiya Janata Party,YADVENDRA SINGH,Indian National Congress,1234                                              ,Result Declared,YADAVENDRA SINGH,Indian National Congress,10064
NARELA ,151,VISHVAS SARANG,Bharatiya Janata Party,DR. MAHENDRA SINGH CHOUHAN,Indian National Congress,23151                                             ,Result Declared,VISHWAS SARANG,Bharatiya Janata Party,26970
NARSINGHGARH,160,RAJYAVARDHAN SINGH,Bharatiya Janata Party,GIRISH BHANDARI,Indian National Congress,9534                                              ,Result Declared,GIRISH BHANDARI,Indian National Congress,23018
NARSINGPUR,119,"JALAM SINGH PATEL ""MUNNA BHAIYA""",Bharatiya Janata Party,LAKHAN SINGH PATEL,Indian National Congress,14903                                             ,Result Declared,JALAM SINGH PATEL (MUNNA BHAIYA),Bharatiya Janata Party,48481
NARYAWALI,40,ENG. PRADEEP LARIYA,Bharatiya Janata Party,ADVOCATE SURENDRA CHOUDHARY,Indian National Congress,8900                                              ,Result Declared,ENGG PRADEEP LARIYA,Bharatiya Janata Party,16046
NEEMUCH,229,DILIP SINGH PARIHAR,Bharatiya Janata Party,SATYA NARAYAN,Indian National Congress,14857                                             ,Result Declared,DILIP SINGH PARIHAR,Bharatiya Janata Party,21667
NEPANAGAR ,179,SUMITRA DEVI KASDEKAR,Indian National Congress,MANJU RAJENDRA DADU,Bharatiya Janata Party,1264                                              ,Result Declared,RAJENDRA SHYAMLAL  DADU(RAJU BHAIYYA),Bharatiya Janata Party,22178
NIWARI,46,ANIL JAIN,Bharatiya Janata Party,MEERA DEEPAK YADAV,Samajwadi Party,8837                                              ,Result Declared,ANIL JAIN,Bharatiya Janata Party,27209
NIWAS ,106,DR ASHOK MARSKOLE,Indian National Congress,RAMPYARE KULASTE,Bharatiya Janata Party,28315                                             ,Result Declared,RAMPYARE  KULASTE,Bharatiya Janata Party,10910
PANAGAR,101,SUSHIL KUMAR TIWARI (INDU BHAIYA),Bharatiya Janata Party,BHARAT SINGH YADAV,Independent,41733                                             ,Result Declared,SUSHEEL KUMAR TIWARI (INDU BHAIYA),Bharatiya Janata Party,27954
PANDHANA ,178,RAM DANGORE,Bharatiya Janata Party,CHHAYA MORE,Indian National Congress,23750                                             ,Result Declared,YOGITA NAVALSING BORKER (BHABHI),Bharatiya Janata Party,17261
PANDHURNA,128,NILESH PUSARAM UIKEY,Indian National Congress,TIKARAM KORACHI,Bharatiya Janata Party,21349                                             ,Result Declared,JATAN UIKY,Indian National Congress,1478
PANNA ,60,BRIJENDRA PRATAP SINGH,Bharatiya Janata Party,"SHIVJEET SINGH ""BHAIYA RAJA""",Indian National Congress,20708                                             ,Result Declared,KUSUM SINGH MAHDELE,Bharatiya Janata Party,29036
PANSEMAL (S.T.),189,SUSHRI CHANDRABHAGA KIRADE,Indian National Congress,DIWANSINGH S/O VITHTHAL PATEL,Bharatiya Janata Party,25222                                             ,Result Declared,DIWANSINGH  VITHAL PATEL,Bharatiya Janata Party,7382
PARASIYA ,127,SOHANLAL BALMIK,Indian National Congress,TARACHAND BAWARIA,Bharatiya Janata Party,12734                                             ,Result Declared,SOHANLAL VALMIK,Indian National Congress,6862
PARASWADA,110,RAM KISHOR (NANO) KAWRE,Bharatiya Janata Party,KANKAR MUNJARE,Samajwadi Party,9608                                              ,Result Declared,MADHU BHAGAT,Indian National Congress,2849
PATAN ,95,AJAY VISHNOI,Bharatiya Janata Party,NEELESH AWASTHI,Indian National Congress,26712                                             ,Result Declared,NEELESH AWASTHI,Indian National Congress,12736
PATHARIYA ,54,RAMBAI GOVIND SINGH,Bahujan Samaj Party,LAKHAN PATEL,Bharatiya Janata Party,2205                                              ,Result Declared,LAKHAN PATEL,Bharatiya Janata Party,7315
PAWAI,58,PRAHLAD LODHI,Bharatiya Janata Party,PANDIT MUKESH NAYAK,Indian National Congress,23680                                             ,Result Declared,PANDIT MUKESH NAYAK,Indian National Congress,11695
PETLAWAD,195,MAIDA VALSINGH,Indian National Congress,NIRMALA  DILIPSINGH BHURIYA,Bharatiya Janata Party,5000                                              ,Result Declared,NIRMALA DILIPSINGH BHURIYA,Bharatiya Janata Party,17016
PICHHORE,26,K. P. SINGH,Indian National Congress,PREETAM LODHI,Bharatiya Janata Party,2675                                              ,Result Declared,K.P.SINGH KAKKAJU,Indian National Congress,7113
PIPARIYA,139,THAKURDAS NAGWANSHI,Bharatiya Janata Party,HARISH TULARAM BEMAN (MEHRA),Indian National Congress,18130                                             ,Result Declared,THAKUR DAS NAGWANSHI,Bharatiya Janata Party,51157
POHARI ,24,SURESH DHAKAD [RATHKHEDA],Indian National Congress,KAILASH KUSHWAH,Bahujan Samaj Party,7918                                              ,Result Declared,PRAHLAD BHARTI,Bharatiya Janata Party,3625
PRITHVIPUR,45,BRAJENDRA SINGH RATHORE,Indian National Congress,DR. SHISHUPAL YADAV,Samajwadi Party,7620                                              ,Result Declared,ANITA-SUNIL NAYAK,Bharatiya Janata Party,8627
PUSPRAJGARH,88,PHUNDELAL SINGH MARKO,Indian National Congress,NARENDRA SINGH MARAVI,Bharatiya Janata Party,21401                                             ,Result Declared,PHUNDELAL SINGH MARKO,Indian National Congress,35647
RAGHOGARH,31,JAIVARDHAN SINGH,Indian National Congress,BHUPENDRA  SINGH RAGHUWANSHI,Bharatiya Janata Party,46697                                             ,Result Declared,JAIVARDHAN SINGH,Indian National Congress,58204
RAIGAON,62,JUGUL KISHOR BAGRI,Bharatiya Janata Party,KALPANA VERMA,Indian National Congress,17421                                             ,Result Declared,USHA CHOUDHARY,Bahujan Samaj Party,4109
RAJGARH ,162,BAPUSINGH TANWAR,Indian National Congress,AMAR SINGH YADAV,Bharatiya Janata Party,31183                                             ,Result Declared,AMARSINGH YADAV,Bharatiya Janata Party,51211
RAJNAGAR,50,VIKRAM SINGH (NATI RAJA),Indian National Congress,ARVIND PATERIYA,Bharatiya Janata Party,732                                               ,Result Declared,KUN. VIKRAM SINGH URF. NATI RAJA,Indian National Congress,8607
RAJPUR (S.T.),188,BALA BACHCHAN,Indian National Congress,ANTERSINGH DEVISINGH PATEL,Bharatiya Janata Party,932                                               ,Result Declared,BALA BACHCHAN,Indian National Congress,11196
RAMPUR BAGHELAN,67,VIKRAM SINGH(VIKKI),Bharatiya Janata Party,RAMLAKHAN SINGH PATEL,Bahujan Samaj Party,15687                                             ,Result Declared,HARSH SINGH,Bharatiya Janata Party,24255
RATLAM CITY,220,CHETANYA  KASYAP,Bharatiya Janata Party,PREMLATA DAVE,Indian National Congress,43435                                             ,Result Declared,CHETANYA KUMAR KASHYAP,Bharatiya Janata Party,40305
RATLAM RURAL,219,DILIP KUMAR MAKWANA,Bharatiya Janata Party,THAWARLAL BHURIYA,Indian National Congress,5605                                              ,Result Declared,MATHURALAL,Bharatiya Janata Party,26969
RAU ,210,JITU PATWARI,Indian National Congress,MADHU VERMA,Bharatiya Janata Party,5703                                              ,Result Declared,JITU PATWARI,Indian National Congress,18559
REHLI,39,GOPAL BHARGAVA,Bharatiya Janata Party,KAMLESH SAHU,Indian National Congress,26888                                             ,Result Declared,GOPAL BHARGAVA,Bharatiya Janata Party,51765
REWA,74,RAJENDRA SHUKLA,Bharatiya Janata Party,ABHAY MISHRA,Indian National Congress,18089                                             ,Result Declared,RAJENDRA SHUKLA,Bharatiya Janata Party,37546
SABALAGADH ,3,BAIJNATH KUSHWAH,Indian National Congress,LAL SINGH KEWAT,Bahujan Samaj Party,8737                                              ,Result Declared,MEHARBAN SINGH RAWAT,Bharatiya Janata Party,22504
SAGAR ,41,SHAILENDRA JAIN,Bharatiya Janata Party,NAVY JAIN,Indian National Congress,17366                                             ,Result Declared,SHAILENDRA  JAIN,Bharatiya Janata Party,8223
SAILANA ,221,"HARSH VIJAY GEHLOT ""GUDDU""",Indian National Congress,NARAYAN MAIDA,Bharatiya Janata Party,28498                                             ,Result Declared,SANGEETA VIJAY CHAREL,Bharatiya Janata Party,2079
SANCHI (SC),142,DR. PRABHURAM CHOUDHARY,Indian National Congress,MUDIT SHEJWAR,Bharatiya Janata Party,10813                                             ,Result Declared,DR. GOURISHANKAR SHEJWAR,Bharatiya Janata Party,20936
SANWER,211,TULSIRAM SILAWAT,Indian National Congress,DR.RAJESH SONKAR,Bharatiya Janata Party,2945                                              ,Result Declared,RAJESH SONKAR,Bharatiya Janata Party,17583
SARANGPUR,164,KUNWARJI KOTHAR,Bharatiya Janata Party,KALA MAHESH MALVIYA,Indian National Congress,4381                                              ,Result Declared,KUNWARJI KOTHAR,Bharatiya Janata Party,18113
SARDARPUR,196,PRATAP GREWAL,Indian National Congress,SANJAY SINGH BAGHEL,Bharatiya Janata Party,36205                                             ,Result Declared,WELSINGH BHURIYA,Bharatiya Janata Party,529
SATNA,63,DABBU SIDDHARTH SUKHLAL  KUSHWAHA,Indian National Congress,SHANKARLAL TIWARI,Bharatiya Janata Party,12558                                             ,Result Declared,SHANKARLAL TIWARI,Bharatiya Janata Party,15332
SAUSAR,125,VIJAY REVNATH CHORE,Indian National Congress,NANABHAU MOHOD,Bharatiya Janata Party,20472                                             ,Result Declared,NANABHAU MOHOD,Bharatiya Janata Party,8416
SEHORE ,159,SUDESH RAI,Bharatiya Janata Party,SURENDRA SINGH THAKUR,Indian National Congress,20644                                             ,Result Declared,SUDESH RAI,Independent,1626
SEMARIYA,69,K.P. TRIPATHI,Bharatiya Janata Party,TRIYUGI NARAYAN SHUKLA (BHAGAT),Indian National Congress,7776                                              ,Result Declared,NEELAM ABHEY MISHRA,Bharatiya Janata Party,5977
SENDHWA (S.T.),187,GYARSILAL RAWAT,Indian National Congress,ANTARSINGH ARYA,Bharatiya Janata Party,15878                                             ,Result Declared,ANTARSINGH RAOJI ARYA,Bharatiya Janata Party,25686
SEONI,115,DINESH RAI MUNMUN,Bharatiya Janata Party,MOHAN SINGH CHANDEL,Indian National Congress,22008                                             ,Result Declared,DINESH RAI ( MUNMUN),Independent,20916
SEONI MALWA,136,PREMSHANKER KUNJILAL VERMA (BAGHWADA),Bharatiya Janata Party,OMPRAKASH HAZARILAL RAGHUWANSHI,Indian National Congress,11604                                             ,Result Declared,SARTAJ SINGH,Bharatiya Janata Party,12547
SEWDA,20,GHANSHYAM SINGH,Indian National Congress,RADHELAL BAGHEL,Bharatiya Janata Party,33268                                             ,Result Declared,PRADEEP AGARWAL,Bharatiya Janata Party,8809
SHAHPURA ,103,BHOOPENDRA MARAVI (BABLU),Indian National Congress,OMPRAKASH DHURWEY,Bharatiya Janata Party,33960                                             ,Result Declared,OMPRAKASH DHURWEY,Bharatiya Janata Party,32681
SHAJAPUR ,167,KARADA HUKUMSINGH,Indian National Congress,ARUN BHIMAWAD,Bharatiya Janata Party,44979                                             ,Result Declared,ARUN BHIMAWAD,Bharatiya Janata Party,1938
SHAMSHABAD,148,RAJSHRI - RUDRA PRATAP SINGH.,Bharatiya Janata Party,JYOTSNA YADAV,Indian National Congress,7340                                              ,Result Declared,SURYA PRAKASH MEENA,Bharatiya Janata Party,3158
SHEOPUR ,1,BABU JANDEL,Indian National Congress,DURGA LAL VIJAY (VAKIL),Bharatiya Janata Party,41710                                             ,Result Declared,DURGALAL VIJAY,Bharatiya Janata Party,16427
SHIVPURI,25,YASHODHARA RAJE SCINDIA,Bharatiya Janata Party,SIDDHARTH LADHA,Indian National Congress,28748                                             ,Result Declared,YASHODHARA RAJE SCINDHIYA,Bharatiya Janata Party,11145
SHUJALPUR,168,INDER SINGH PARMAR,Bharatiya Janata Party,RAMVEER SINGH SIKARWAR,Indian National Congress,5623                                              ,Result Declared,JASWANTSINGH HADA,Bharatiya Janata Party,8656
SIDHI,77,KEDAR NATH SHUKL,Bharatiya Janata Party,KAMLESHWAR PRASAD DWIVEDI,Indian National Congress,19986                                             ,Result Declared,KEDAR NATH SHUKLA,Bharatiya Janata Party,2360
SIHAWAL,78,KAMLESHWAR INDRAJEET KUMARE,Indian National Congress,SHIVA BAHADUR SINGH CHANDEL,Bharatiya Janata Party,31506                                             ,Result Declared,KAMLESHWAR INDRAJEETKUMAR,Indian National Congress,32556
SIHORA,102,SMT. NANDNI MARAVI,Bharatiya Janata Party,KHILADI SINGH AARMO,Indian National Congress,6823                                              ,Result Declared,NANDHANI MARAVI,Bharatiya Janata Party,15004
SILWANI,143,RAMPAL SINGH,Bharatiya Janata Party,DEVENDRA PATEL,Indian National Congress,7072                                              ,Result Declared,RAMPAL SINGH,Bharatiya Janata Party,17078
SINGAROULI ,80,RAMLALLU VAISHYA,Bharatiya Janata Party,RENU SHAH,Indian National Congress,3726                                              ,Result Declared,RAM LALLU VAISHYA,Bharatiya Janata Party,10560
SIRMOUR,68,DIVYARAJ SINGH,Bharatiya Janata Party,DR. ARUNA VIVEK TIWARI,Indian National Congress,13401                                             ,Result Declared,DIVYARAJ SINGH,Bharatiya Janata Party,5288
SIRONJ,147,UMAKANT SHARMA,Bharatiya Janata Party,MASARRAT SHAHID,Indian National Congress,34734                                             ,Result Declared,GOVARDHAN LAL,Indian National Congress,1584
SOHAGPUR,138,VIJAYPAL SINGH,Bharatiya Janata Party,SATPAL PALIYA,Indian National Congress,11417                                             ,Result Declared,VIJAYPAL SINGH,Bharatiya Janata Party,28891
SONKATCH ,170,SAJJAN SINGH VERMA,Indian National Congress,RAJENDRA PHULCHAND VERMA,Bharatiya Janata Party,9818                                              ,Result Declared,RAJENDRA PHULCHAND VERMA,Bharatiya Janata Party,1880
SUMAOLI,5,ADAL SINGH KANSANA,Indian National Congress,AJAB SINGH KUSHWAH,Bharatiya Janata Party,13313                                             ,Result Declared,NEETU SATYAPAL SINGH ,Bharatiya Janata Party,14076
SURKHI,37,GOVIND SINGH RAJPUT,Indian National Congress,SUDHEER YADAV,Bharatiya Janata Party,21418                                             ,Result Declared,PARUL SAHU KESARI,Bharatiya Janata Party,141
SUSNER,165,VIKARAM SINGH RANA GUDDU BHAI,Independent,MAHENDRA BHAIRU SINGH BAPU,Indian National Congress,27062                                             ,Result Declared,MURLIDHAR PATIDAR,Bharatiya Janata Party,27676
SUWASRA,226,DANG HARDEEPSINGH,Indian National Congress,RADHESHYAM NANALAL PATIDAR,Bharatiya Janata Party,350                                               ,Result Declared,HARDEEP SINGH DUNG,Indian National Congress,7125
TARANA ,214,MAHESH PARMAR,Indian National Congress,ANIL FIROJIYA,Bharatiya Janata Party,2209                                              ,Result Declared,ANIL FIROJIYA,Bharatiya Janata Party,16135
TENDUKHEDA ,120,"SANJAY SHARMA ""SANJU BHAIYA""",Indian National Congress,"VISHWANATH SINGH ""MULAM BHAIYA""",Bharatiya Janata Party,8643                                              ,Result Declared,SANJAY SHARMA,Bharatiya Janata Party,44602
TEONTHAR,70,SHYAM LAL DWIVEDI,Bharatiya Janata Party,RAMASHANKAR SINGH,Indian National Congress,5343                                              ,Result Declared,PD. RAMAKANT TIWARI,Bharatiya Janata Party,9757
THANDLA,194,BHURIYA VEERSINGH,Indian National Congress,KALSINGH BHABAR,Bharatiya Janata Party,31151                                             ,Result Declared,KALSINGH BHABAR,Independent,5116
TIKAMGARH,43,RAKESH GIRI,Bharatiya Janata Party,"YADVENDRA SINGH ""JAGGU BHAIYA""",Indian National Congress,4175                                              ,Result Declared,K K SHRIVASTAVA,Bharatiya Janata Party,16889
TIMARNI,134,"SANJAY SHAH ""MAKRAI""",Bharatiya Janata Party,ABHIJEET SHAH (MAKDAI),Indian National Congress,2213                                              ,Result Declared,SANJAY SHAH MAKDAI,Bharatiya Janata Party,16507
UDAIPURA,140,DEVENDRA SINGH PATEL,Indian National Congress,RAMKISHAN PATEL,Bharatiya Janata Party,8001                                              ,Result Declared,RAMKISHAN PATEL,Bharatiya Janata Party,44053
UJJAIN NORTH,216,PARAS JAIN,Bharatiya Janata Party,MHANAT RAJENDRA BHARTI,Indian National Congress,25724                                             ,Result Declared,PARASCHANDRA  JAIN,Bharatiya Janata Party,24849
UJJAIN SOUTH,217,DR. MOHAN YADAV,Bharatiya Janata Party,RAJENDRA VASHISHTHA (RAJU BHAIYA),Indian National Congress,18960                                             ,Result Declared,DR MOHAN YADAV,Bharatiya Janata Party,9652
VIDISHA ,144,SHASHANK SHRIKRISHAN BHARGAVA,Indian National Congress,MUKESH TANDON,Bharatiya Janata Party,15454                                             ,Result Declared,SHIVRAJ SINGH CHAUHAN,Bharatiya Janata Party,16966
VIJAYPUR ,2,SEETARAM,Bharatiya Janata Party,RAMNIWAS RAWAT,Indian National Congress,2840                                              ,Result Declared,RAMNIWAS RAWAT,Indian National Congress,2149
VIJAYRAGHAVGARH,92,SANJAY SATYENDRA PATHAK,Bharatiya Janata Party,PADMA SHUKLA,Indian National Congress,13738                                             ,Result Declared,SANJAY PATHAK,Indian National Congress,929
WARASEONI,112,PRADEEP AMRATLAL JAISWAL (GUDDA),Independent,DR YOGENDRA NIRMAL,Bharatiya Janata Party,3862                                              ,Result Declared,DR. YOGENDRA NIRMAL,Bharatiya Janata Party,17938
