Beltara,31,RAJNISH KUMAR SINGH,Bharatiya Janata Party,RAJENDRA SAHU(DABBU),Indian National Congress,6259                                              ,Result Declared,BADRIDHAR DIWAN,Bharatiya Janata Party,5728
Bemetara,69,ASHISH KUMAR CHHABRA,Indian National Congress,AWADHESH SINGH CHANDEL,Bharatiya Janata Party,25131                                             ,Result Declared,AWADHESH SINGH CHANDEL,Bharatiya Janata Party,15114
Bhanupratappur,80,MANOJ SINGH MANDAVI,Indian National Congress,DEO LAL DUGGA,Bharatiya Janata Party,26693                                             ,Result Declared,MANOJ SINGH MANDAVI,Indian National Congress,14896
Bharatpur-sonhat,1,GULAB KAMRO,Indian National Congress,CHAMPADEVI PAWLE,Bharatiya Janata Party,16533                                             ,Result Declared,CHAMPA DEVI PAWLE,Bharatiya Janata Party,4608
Bhatapara,46,SHIVRATAN SHARMA,Bharatiya Janata Party,SUNIL MAHESHWARI,Indian National Congress,11909                                             ,Result Declared,SHIVRATAN SHARMA,Bharatiya Janata Party,12340
Bhatgaon,5,PARAS NATH RAJWADE,Indian National Congress,RAJNI RAVISHANKAR TRIPATHI,Bharatiya Janata Party,15734                                             ,Result Declared,PARAS NATH RAJWADE,Indian National Congress,7368
Bhilai Nagar,65,DEVENDRA  YADAV,Indian National Congress,PREM PRAKASH PANDEY,Bharatiya Janata Party,2849                                              ,Result Declared,PREM PRAKASH PANDEY,Bharatiya Janata Party,17106
Bijapur,89,VIKRAM MANDAVI,Indian National Congress,MAHESH GAGDA,Bharatiya Janata Party,21584                                             ,Result Declared,MAHESH GAGDA,Bharatiya Janata Party,9487
Bilaigarh,43,CHANDRADEV PRASAD RAI,Indian National Congress,SHYAM KUMAR TANDAN,Bahujan Samaj Party,9847                                              ,Result Declared,DR. SANAM JANGRE,Bharatiya Janata Party,12695
Bilaspur,30,SHAILESH PANDEY,Indian National Congress,AMAR AGRAWAL,Bharatiya Janata Party,11221                                             ,Result Declared,AMAR  AGRAWAL,Bharatiya Janata Party,15599
Bilha,29,DHARAM LAL KAUSHIK,Bharatiya Janata Party,RAJENDRA SHUKLA,Indian National Congress,26524                                             ,Result Declared,SIYARAM KAUSHIK,Indian National Congress,10968
Bindranawagarh,55,DAMARUDHAR PUJARI,Bharatiya Janata Party,SANJAY NETAM,Indian National Congress,10430                                             ,Result Declared,GOVARDHAN SINGH MANJHI,Bharatiya Janata Party,30536
Chandrapur,36,RAM KUMAR YADAV,Indian National Congress,GITANJALI PATEL,Bahujan Samaj Party,4418                                              ,Result Declared,YUDHVIR SINGH JUDEV,Bharatiya Janata Party,6217
Chitrakot,87,DEEPAK  BAIJ,Indian National Congress,LACHHURAM KASHYAP,Bharatiya Janata Party,17770                                             ,Result Declared,DEEPAK KUMAR BAIJ,Indian National Congress,12329
Dantewara,88,BHIMA MANDAVI,Bharatiya Janata Party,DEVATI KARMA,Indian National Congress,2172                                              ,Result Declared,DEVATI KARMA,Indian National Congress,5987
Dhamtari,58,RANJANA DIPENDRA  SAHU,Bharatiya Janata Party,GURUMUKH SINGH HORA,Indian National Congress,464                                               ,Result Declared,GURUMUKH SINGH HORA,Indian National Congress,10500
Dharamjaigarh,19,LALJEET SINGH RATHIA,Indian National Congress,LEENAV BIRJU RATHIA,Bharatiya Janata Party,40335                                             ,Result Declared,LALJEET SINGH RATHIA,Indian National Congress,19988
Dharsiwa,47,ANITA YOGENDRA SHARMA,Indian National Congress,DEVJI BHAI PATEL,Bharatiya Janata Party,19400                                             ,Result Declared,DEVJI BHAI PATEL,Bharatiya Janata Party,2390
Dondi lohara,60,ANILA BHENDIA,Indian National Congress,LAL MAHENDRA SINGH TEKAM,Bharatiya Janata Party,33103                                             ,Result Declared,ANILA BHENDIA,Indian National Congress,19735
Dongargaon,76,DALESHWAR SAHU,Indian National Congress,MADHUSUDAN YADAV,Bharatiya Janata Party,19083                                             ,Result Declared,DALESHWAR  SAHU,Indian National Congress,1698
Dongargarh,74,BHUNESHWAR SHOBHARAM BAGHEL,Indian National Congress,SAROJANI BANJARE,Bharatiya Janata Party,35418                                             ,Result Declared,SAROJANI BANJARE,Bharatiya Janata Party,4684
Durg City,64,ARUN VORA,Indian National Congress,CHANDRIKA CHANDRAKAR,Bharatiya Janata Party,21081                                             ,Result Declared,ARUN VORA,Indian National Congress,5621
Durg Gramin,63,TAMRADHWAJ SAHU,Indian National Congress,JAGESHWAR SAHU,Bharatiya Janata Party,27112                                             ,Result Declared,SMT. RAMSHILA SAHU,Bharatiya Janata Party,2979
Gunderdehi,61,KUNWER SINGH NISHAD,Indian National Congress,DEEPAK TARACHAND SAHU,Bharatiya Janata Party,55394                                             ,Result Declared,RAJENDRA KUMAR RAI,Indian National Congress,21280
Jagdalpur,86,REKHCHAND JAIN,Indian National Congress,SANTOSH BAFNA,Bharatiya Janata Party,27440                                             ,Result Declared,SANTOSH BAFNA,Bharatiya Janata Party,16658
Jaijaipur,37,KESHAV PRASAD CHANDRA,Bahujan Samaj Party,KAILASH SAHU,Bharatiya Janata Party,21687                                             ,Result Declared,KESHAV CHANDRA,Bahujan Samaj Party,2579
Janjgir-champa,34,NARAYAN CHANDEL,Bharatiya Janata Party,MOTILAL DEWANGAN,Indian National Congress,4188                                              ,Result Declared,MOTI LAL DEVANGAN,Indian National Congress,10211
Jashpur,12,VINAY KUMAR BHAGAT,Indian National Congress,GOVIND RAM BHAGAT,Bharatiya Janata Party,8026                                              ,Result Declared,RAJSHARAN BHAGAT,Bharatiya Janata Party,34349
Kanker,81,SHISHUPAL SHORI,Indian National Congress,HIRA MARKAM,Bharatiya Janata Party,19804                                             ,Result Declared,SHANKER DHRUWA,Indian National Congress,4625
Kasdol,44,SHAKUNTALA SAHU,Indian National Congress,GAURISHANKAR AGRAWAL,Bharatiya Janata Party,48418                                             ,Result Declared,GAURI SHANKAR AGRAWAL,Bharatiya Janata Party,22928
Katghora,22,PURUSHOTTAM KANWAR,Indian National Congress,LAKHANLAL DEWANGAN,Bharatiya Janata Party,11511                                             ,Result Declared,LAKHAN DEWANGAN,Bharatiya Janata Party,13130
Kawardha,72,AKBAR BHAI,Indian National Congress,ASHOK SAHU,Bharatiya Janata Party,59284                                             ,Result Declared,ASHOK SAHU,Bharatiya Janata Party,2558
Keshkal,82,SANT RAM NETAM,Indian National Congress,HARISHANKAR NETAM	,Bharatiya Janata Party,16972                                             ,Result Declared,SANTRAM NETAM,Indian National Congress,8689
Khairagarh,73,DEVWRAT SINGH,Janta Congress Chhattisgarh (J),KOMAL JANGHEL,Bharatiya Janata Party,870                                               ,Result Declared,GIRWAR JANGHEL,Indian National Congress,2190
Khallari,41,DWARIKADHISH YADAV,Indian National Congress,MONIKA DILIP SAHU,Bharatiya Janata Party,56978                                             ,Result Declared,CHUNNI LAL SAHU,Bharatiya Janata Party,5999
Kharsia,18,UMESH PATEL,Indian National Congress,OP CHOUDHARY,Bharatiya Janata Party,16967                                             ,Result Declared,UMESH PATEL,Indian National Congress,38888
Khujji,77,CHHANNI CHANDU SAHU,Indian National Congress,HIRENDRA KUMAR SAHU,Bharatiya Janata Party,27497                                             ,Result Declared,BHOLARAM SAHU,Indian National Congress,8694
Kondagaon,83,MOHAN MARKAM,Indian National Congress,LATA USENDI,Bharatiya Janata Party,1796                                              ,Result Declared,MOHAN MARKAM,Indian National Congress,5135
Konta,90,KAWASI LAKHMA,Indian National Congress,DHANIRAM BARSE,Bharatiya Janata Party,6709                                              ,Result Declared,KAWASI LAKHMA,Indian National Congress,5786
Korba,21,JAISINGH AGRAWAL(JAISINGH BHAIYA),Indian National Congress,VIKAS MAHTO,Bharatiya Janata Party,11806                                             ,Result Declared,JAI SINGH AGRAWAL (JAI SINGH BHAIYYA),Indian National Congress,14449
Kota,25,RENU AJIT JOGI,Janta Congress Chhattisgarh (J),KASHI RAM SAHU,Bharatiya Janata Party,3026                                              ,Result Declared,DR. RENU JOGI,Indian National Congress,5089
Kunkuri,13,U. D. MINJ,Indian National Congress,BHARAT SAI,Bharatiya Janata Party,4293                                              ,Result Declared,ROHIT KUMAR SAI,Bharatiya Janata Party,28866
Kurud,57,AJAY CHANDRAKAR,Bharatiya Janata Party,NEELAM CHANDRAKAR,Independent,12317                                             ,Result Declared,AJAY CHANDRAKAR,Bharatiya Janata Party,27177
Lailunga,15,CHAKRADHAR SINGH SIDAR,Indian National Congress,SATYANAND RATHIYA,Bharatiya Janata Party,24483                                             ,Result Declared,SUNITI SATYANAND RATHIA,Bharatiya Janata Party,14201
Lormi,26,DHARMJEET SINGH,Janta Congress Chhattisgarh (J),TOKHAN SAHU,Bharatiya Janata Party,25553                                             ,Result Declared,TOKHAN  SAHU,Bharatiya Janata Party,6241
Lundra,9,DR. PRITAM RAM,Indian National Congress,VIJAYNATH SINGH,Bharatiya Janata Party,22179                                             ,Result Declared,CHINTAMANI MAHARAJ,Indian National Congress,9946
Mahasamund,42,VINOD SEVAN LAL CHANDRAKAR,Indian National Congress,POONAM CHANDRAKAR,Bharatiya Janata Party,23066                                             ,Result Declared,DR. VIMAL CHOPRA,Independent,4722
Manendragarh,2,DR. VINAY JAISWAL,Indian National Congress,SHYAM BIHARI JAISWAL,Bharatiya Janata Party,4074                                              ,Result Declared,SHYAM BIHARI JAISWAL,Bharatiya Janata Party,4178
Marwahi,24,AJIT JOGI,Janta Congress Chhattisgarh (J),ARCHANA PORTE,Bharatiya Janata Party,46462                                             ,Result Declared,AMIT AJIT JOGI,Indian National Congress,46250
Masturi,32,DR. KRISHNA MURTI BANDHI,Bharatiya Janata Party,JAYENDRA SINGH PATLE,Bahujan Samaj Party,14107                                             ,Result Declared,DILIP LAHARIYA,Indian National Congress,24146
Mohala-manpur,78,INDRASHAH MANDAVI,Indian National Congress,KANCHAN MALA BHUARYA,Bharatiya Janata Party,21048                                             ,Result Declared,TEJ KUNWAR GOWARDHAN NETAM,Indian National Congress,956
Mungeli,27,PUNNULAL MOHALE,Bharatiya Janata Party,RAKESH PATRE,Indian National Congress,8487                                              ,Result Declared,PUNNULAL MOHLE,Bharatiya Janata Party,2745
Narayanpur,84,CHANDAN KASHYAP,Indian National Congress,KEDAR KASHYAP,Bharatiya Janata Party,2647                                              ,Result Declared,KEDAR  KASHYAP,Bharatiya Janata Party,12800
Navagarh,70,GURUDAYAL SINGH  BANJARE,Indian National Congress,DAYALDAS BAGHEL,Bharatiya Janata Party,33200                                             ,Result Declared,DAYALDAS BAGHEL,Bharatiya Janata Party,27193
Pali-tanakhar,23,MOHIT RAM,Indian National Congress,HIRA SINGH MARKAM,Gondvana Gantantra Party,9656                                              ,Result Declared,UIKE RAMDAYAL,Indian National Congress,28813
Pamgarh,38,INDU BANJARE,Bahujan Samaj Party,GORELAL BARMAN,Indian National Congress,3061                                              ,Result Declared,AMBESH JANGRE,Bharatiya Janata Party,8125
Pandariya,71,MAMTA CHANDRAKAR,Indian National Congress,MOTIRAM CHANDRAVANSHI,Bharatiya Janata Party,36487                                             ,Result Declared,MOTI RAM CHANDRAVANSHI,Bharatiya Janata Party,7273
Patan,62,BHUPESH BAGHEL,Indian National Congress,MOTILAL SAHU,Bharatiya Janata Party,27477                                             ,Result Declared,BHUPESH BAGHEL,Indian National Congress,9343
Pathalgaon,14,RAMPUKAR SINGH THAKUR,Indian National Congress,SHIVSHANKAR PAINKARA,Bharatiya Janata Party,36686                                             ,Result Declared,SHIVSHANKAR PAINKRA,Bharatiya Janata Party,3909
Pratappur,6,DR. PREMSAI SINGH TEKAM,Indian National Congress,RAMSEWAK PAIKRA,Bharatiya Janata Party,44105                                             ,Result Declared,RAMSEVAK PAIKRA,Bharatiya Janata Party,8143
Premnagar,4,KHEL SAI SINGH,Indian National Congress,VIJAY PRATAP SINGH,Bharatiya Janata Party,15340                                             ,Result Declared,KHELSAI SINGH,Indian National Congress,18327
Raigarh,16,PRAKASH SHAKRAJEET NAIK,Indian National Congress,ROSHANLAL,Bharatiya Janata Party,14580                                             ,Result Declared,ROSHAN LAL,Bharatiya Janata Party,20592
Raipur City Gramin,48,SATYANARAYAN SHARMA,Indian National Congress,NAND KUMAR SAHU (NANDE BHAIYA),Bharatiya Janata Party,10453                                             ,Result Declared,SATYANARAYAN SHARMA,Indian National Congress,1861
Raipur City North,50,KULDEEP JUNEJA,Indian National Congress,SHRI CHAND SUNDRANI,Bharatiya Janata Party,16341                                             ,Result Declared,SHRICHAND SUNDRANI,Bharatiya Janata Party,3476
Raipur City South,51,BRIJMOHAN AGRAWAL,Bharatiya Janata Party,KANHAIYA AGRAWAL,Indian National Congress,17496                                             ,Result Declared,BRIJMOHAN AGRAWAL,Bharatiya Janata Party,34799
Raipur City West,49,VIKAS UPADHYAY,Indian National Congress,RAJESH MUNAT,Bharatiya Janata Party,12212                                             ,Result Declared,RAJESH MUNAT,Bharatiya Janata Party,6160
Rajim,54,AMITESH SHUKLA,Indian National Congress,SANTOSH UPADHYAY,Bharatiya Janata Party,58132                                             ,Result Declared,SANTOSH UPADHYAY,Bharatiya Janata Party,2441
Rajnandgaon,75,DR. RAMAN SINGH,Bharatiya Janata Party,KARUNA SHUKLA,Indian National Congress,16933                                             ,Result Declared,DR. RAMAN,Bharatiya Janata Party,35866
Ramanujganj,7,BRIHASPAT SINGH,Indian National Congress,RAMKISHUN SINGH,Bharatiya Janata Party,32916                                             ,Result Declared,BRIHASPAT SINGH,Indian National Congress,11592
Rampur,20,NANKI RAM KANWAR,Bharatiya Janata Party,PHOOL SINGH RATHIYA,Janta Congress Chhattisgarh (J),18175                                             ,Result Declared,SHYAM LAL KANWAR,Indian National Congress,9915
Saja,68,RAVINDRA CHAUBE,Indian National Congress,LABHCHAND BAFNA,Bharatiya Janata Party,31535                                             ,Result Declared,LABH CHAND BAFNA,Bharatiya Janata Party,9620
Sakti,35,CHARAN DAS MAHANT,Indian National Congress,MEDHA RAM SAHU,Bharatiya Janata Party,30046                                             ,Result Declared,DOCTOR KHILAWAN SAHU,Bharatiya Janata Party,9033
Samri,8,CHINTAMANI MAHRAJ,Indian National Congress,SIDHNATH PAIKRA,Bharatiya Janata Party,21923                                             ,Result Declared,DR. PREETAM RAM,Indian National Congress,31823
Sanjari balod,59,SANGEETA SINHA,Indian National Congress,PAWAN SAHU,Bharatiya Janata Party,27488                                             ,Result Declared,BHAIYA RAM SINHA,Indian National Congress,30433
Saraipali,39,KISMAT LAL NAND,Indian National Congress,SHYAM TANDI,Bharatiya Janata Party,52288                                             ,Result Declared,RAMLAL CHOUHAN,Bharatiya Janata Party,28832
Sarangarh,17,UTTARI GANPAT JANGDE,Indian National Congress,KERA BAI  MANAHAR,Bharatiya Janata Party,52389                                             ,Result Declared,KERABAI MANHAR,Bharatiya Janata Party,15844
Sihawa,56,DR. LAKSHMI DHRUW,Indian National Congress,PINKY SHIVRAJ SHAH,Bharatiya Janata Party,45436                                             ,Result Declared,SHRAVAN MARKAM,Bharatiya Janata Party,7487
Sitapur,11,AMARJEET BHAGAT,Indian National Congress,PROFESSOR GOPAL RAM,Bharatiya Janata Party,36137                                             ,Result Declared,AMARJEET BHAGAT,Indian National Congress,17855
Takhatpur,28,RASHMI ASHISH SINGH,Indian National Congress,SANTOSH KAUSHIK (GURUJI),Janta Congress Chhattisgarh (J),2991                                              ,Result Declared,RAJU SINGH KSHATRI,Bharatiya Janata Party,608
Vaishali Nagar,66,VIDYA RATAN BHASIN,Bharatiya Janata Party,BADRUDDIN QURESHI,Indian National Congress,18080                                             ,Result Declared,VIDYARATAN BHASIN,Bharatiya Janata Party,24448
